text,probability
มีแฟนอยู่แล้วคบมา4ปี แต่ตอนนี้ก็คุยกับอีกคนคุยมา4เดือนคบเป็นแฟนอีก1เดือน จะจัดการปัญหานี้อย่างไง,0.8806
ถ้านอนพัก แล้วยังไม่หายเหนื่อย ทำไงดี,0.8806
ปวดจี้ค่ะ,0.8806
เกลียดคำพูดที่ว่า มีเราหรือไม่มีเราก็ได้  แต่พอหายไปตามทุกที ทำไม?,0.8806
ถ้าติด w คือหมายความว่าไงคะ มันย่อมาจากอะไร ดีหรือไม่ดี 5555555,0.8806
เราจะยอมไปเจอแฟนเก่ามั้ย ถ้าเรามีแฟนใหม่แล้วแต่เขานัดคืนของ,0.8806
ร้องไห้ได้ไหม ไม่ไหวแล้ว,0.8806
เล่นไงอะ,0.8807
มีใครพอจะบอกข้อเสียของ พรบ.คอมฯ ที่โดนดันทุรังอยู่ได้บ้างครับ,0.8807
ทำไมทามะเราเป็นสีขาวอ่ะ,0.8807
เล่นไงอะ,0.8807
เล่นไงอะ5555555,0.8807
ขอ how to ทำผมประบ่ายังไงไม่ให้ผมเด้ง,0.8807
เล่นไงอะ,0.8807
เล่นไงอะ,0.8807
"มหาลัยคือที่ที่เราบ่นอยากจะลาออกทุกวัน

ปะ กดถอนฟิสิกส์กัน!",0.8807
เล่นไงอะ,0.8807
zon เล่นไงอะ,0.8807
เล่นไงอะ,0.8807
เล่นไงอะ,0.8807
เล่นไงอะงื้ออออ,0.8807
เสร่อไปฮีลเขา ทั้งๆที่เขาทำเราเจ็บ..😭,0.8807
เล่นไงอะ55555,0.8807
เล่นไงอะ5555,0.8807
เล่นไงอะ,0.8807
สอบถามครับ จากเมกกาบางนา มีรถไปใกล้ๆถนนราชดำเนินนอกไหมครับ,0.8807
เล่นไงอะ5555555,0.8807
เป็นห่วงเขาแต่ไม่กล้าแสดงออกทำยังไงดี,0.8807
แอบชอบรุ่นน้องคณะสังคมค้าาาาาา,0.8807
เล่นไงอะ,0.8807
เล่นไงอะ,0.8807
นอกจากย่างเนยมีร้านอะไรแนะนำบ้างคร้าบบบ,0.8808
ใครเรียนtu102 เซค2วันนี้เรียนห้องไหนหรอ,0.8808
เฮ้ๆๆ ปฐมนิเทศหอในนี่เลิกกี่โมงอะ,0.8808
งอนแฟน ทำไมต้องเอารูปคนอื่นตั้งเป็นล็อคสกรีนด้วย-3-,0.8808
จะทำยังไง จะใช้ชีวิตยังไงให้รอดถึงสิ้นเดือนคะซิสสสส,0.8808
คือปรึกษาได้มั้ยอะ แบบเราฟันผุแต่ว่าหมอให้รักษารากฟันด้วย เราไม่อยากให้เดือดร้อนแม่เลยอยากหาที่ถูกๆแต่ที่ถูกๆก็ต้องรอคิวนานอีก ตอนนี้ปวดฟันมากปวดทั้งวันเลย มีใครแนะนำได้บ้างมั้ยคะ._.,0.8808
"ระหว่างคนที่ดีกับคนที่รักเราควรเลือกแบบไหน
☹️☹️☹️",0.8809
ขอวิธีจีบหมอหน่อยดิ🙂,0.8809
ที่ มธ มีวิชาภาษาจีน พฐ มั้ยอะคะ เอาแบบเป็นคลอสสำหรับคนที่ยังไม่เคยเรียนจีนเลยอะค่ะ,0.8809
ไม่ได้เข้านาน ไม่มี zonมก แล้วหรอ หรือไม่มีอยู่แล้ว หรือเราเบลอไปเอง คิดไปเอง ถถถ,0.8809
ขอ how to จีบยังไงให้ได้เป็นคนคุยก็ยังดี,0.8809
เธอกับฉันเราเป็นอะไรช่วยบอกฉันที อยากรู้สายตาที่เธอมีให้กัน มันหมายความว่าอะไร~,0.8809
ในมธ มีที่ไหนรับห่อปกหนังสือบ้างงงง,0.881
ความอยากคุยไม่เท่ากัน,0.881
รบกวนสอบถามบริเวณที่ปิดถนนทั้งหมดหน่อยค่ะ,0.881
แอพนี้เล่นยังไง,0.881
เรียนเทคนิคการแพทย์เพราะอะไร?,0.881
เพื่อนสนิทที่คบมาตั้งแต่ม.4มีแฟน ก่อนหน้าที่เค้ามีแฟนเราพึ่งรู้ตัวว่ารู้สึกดีกับเค้ามาตลอด ควรทำยังไง ถอยออกมาดีมั้ย แต่ไม่เคยไปยุ่งระหว่างเค้ากับแฟนเลยนะ,0.881
ใครอยากรู้ หรือสอบถามอะไรเกี่ยวกับชมรมเต้น แห่ง มธ Higher Level ถามได้เลยนะจ๊ะ💕,0.881
